"name"	"taxRank"	"taxID"	"Max"	"K1.cladeReads"	"K2.cladeReads"	"W1.cladeReads"	"Max.1"	"K1.cladeReads.."	"K2.cladeReads.."	"W1.cladeReads.."	"Max.2"	"K1.cladeReads.rank"	"K2.cladeReads.rank"	"W1.cladeReads.rank"	"Max.3"	"K1.cladeReads.z.score"	"K2.cladeReads.z.score"	"W1.cladeReads.z.score"	"Max.4"	"K1.cladeReads...z.score"	"K2.cladeReads...z.score"	"W1.cladeReads...z.score"	"lineage"
"Halobacillus"	"G"	45667	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Niallia"	"G"	2837506	1	1	1	NA	0.0001784	0.0001659	0.0001784	NA	263.5	279	263.5	NA	NA	NA	NA	NA	0.0125	NA	0.0125	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Peribacillus"	"G"	2675229	2	1	1	2	0.000784	0.0001659	0.0001784	0.000784	259	279	263.5	259	1	NA	NA	1	0.6056	-0.0125	NA	0.6056	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Gracilibacillus"	"G"	74385	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Siminovitchia"	"G"	2837510	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Amphibacillus"	"G"	29331	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Lysinibacillus"	"G"	400634	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Paenibacillus"	"G"	44249	31	16	10	31	0.01215	0.002654	0.001784	0.01215	62	70	85	62	1.686	NA	-0.6745	1.686	7.362	NA	-0.6745	7.362	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Paenibacillaceae"
"Brevibacillus"	"G"	55080	5	1	NA	5	0.00196	0.0001659	NA	0.00196	139.5	279	NA	139.5	2.698	NA	NA	2.698	1.794	NA	NA	1.794	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Paenibacillaceae"
"Aneurinibacillus"	"G"	55079	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group"
"Cohnella"	"G"	329857	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Paenibacillaceae"
"Gemella"	"G"	1378	7	7	4	1	0.001161	0.001161	0.0007137	0.000392	93	93	120	428.5	0.6745	0.6745	NA	-0.6745	0.4473	0.4473	NA	-0.3217	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Gemellaceae"
"Staphylococcus"	"G"	1279	4	4	2	2	0.000784	0.0006636	0.0003569	0.000784	119	119	166	259	2	2	NA	NA	0.1204	NA	-0.3067	0.1204	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Staphylococcaceae"
"Geobacillus"	"G"	129337	4	2	NA	4	0.001568	0.0003318	NA	0.001568	167.5	172	NA	167.5	0.6745	NA	NA	0.6745	1.236	NA	NA	1.236	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Anoxybacillaceae"
"Rummeliibacillus"	"G"	648802	1	1	1	NA	0.0001784	0.0001659	0.0001784	NA	263.5	279	263.5	NA	NA	NA	NA	NA	0.0125	NA	0.0125	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Caryophanaceae"
"Alicyclobacillus"	"G"	29330	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Alicyclobacillaceae"
"Fictibacillus"	"G"	1329200	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Fictibacillaceae"
"Veillonella"	"G"	29465	54	54	44	NA	0.008958	0.008958	0.007851	NA	51	51	52	NA	0.6745	0.6745	NA	NA	0.6745	0.6745	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Veillonellales>Veillonellaceae"
"Dialister"	"G"	39948	14	14	4	1	0.002322	0.002322	0.0007137	0.000392	72.5	72.5	120	428.5	2.248	2.248	NA	-0.6745	1.608	1.608	NA	-0.3217	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Veillonellales>Veillonellaceae"
"Colibacter"	"G"	1980675	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Veillonellales>Veillonellaceae"
"Megasphaera"	"G"	906	1	1	1	1	0.000392	0.0001659	0.0001784	0.000392	263.5	279	263.5	428.5	NA	NA	NA	NA	0.2136	-0.0125	NA	0.2136	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Veillonellales>Veillonellaceae"
"Mitsuokella"	"G"	52225	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Selenomonadales>Selenomonadaceae"
"Phascolarctobacterium"	"G"	33024	2856	1	3	2856	1.12	0.0001659	0.0005353	1.12	15	279	137.5	15	962.2	-0.6745	NA	962.2	1119	-0.3694	NA	1119	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Acidaminococcales>Acidaminococcaceae"
"Peptoniphilus"	"G"	162289	3	3	NA	1	0.0004977	0.0004977	NA	0.000392	138	138	NA	428.5	1.349	1.349	NA	NA	0.1057	0.1057	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae"
"Parvimonas"	"G"	543311	4	2	4	3	0.001176	0.0003318	0.0007137	0.001176	120	172	120	203.5	0.6745	-0.6745	0.6745	NA	0.4623	-0.3819	NA	0.4623	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae"
"Finegoldia"	"G"	150022	3	1	3	3	0.001176	0.0001659	0.0005353	0.001176	137.5	279	137.5	203.5	-2	-2	NA	NA	0.6407	-0.3694	NA	0.6407	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae"
"Anaerococcus"	"G"	165779	5	1	5	NA	0.0008922	0.0001659	0.0008922	NA	105	279	105	NA	2.698	NA	2.698	NA	0.7263	NA	0.7263	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae"
"Gottschalkia"	"G"	1505664	4	4	1	NA	0.0006636	0.0006636	0.0001784	NA	119	119	263.5	NA	2.023	2.023	NA	NA	0.4852	0.4852	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Gottschalkiaceae"
"Tissierella"	"G"	41273	2	2	NA	2	0.000784	0.0003318	NA	0.000784	172	172	NA	259	NA	NA	NA	NA	0.4522	NA	NA	0.4522	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Tissierellaceae"
"Caloranaerobacter"	"G"	171003	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Thermohalobacteraceae"
"Schnuerera"	"G"	2794837	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Tepidimicrobiaceae"
"Sedimentibacter"	"G"	190972	2	2	1	2	0.000784	0.0003318	0.0001784	0.000784	172	172	263.5	259	-1	NA	-1	NA	0.4522	NA	-0.1534	0.4522	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellia&nbsp;incertae&nbsp;sedis"
"Bifidobacterium"	"G"	1678	405	405	233	68	0.06718	0.06718	0.04157	0.02666	28	28	29	49	0.7031	0.7031	NA	-0.6745	1.159	1.159	NA	-0.6745	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Bifidobacteriales>Bifidobacteriaceae"
"Gardnerella"	"G"	2701	3	3	1	NA	0.0004977	0.0004977	0.0001784	NA	138	138	263.5	NA	1.349	1.349	NA	NA	0.3193	0.3193	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Bifidobacteriales>Bifidobacteriaceae"
"Alloscardovia"	"G"	419014	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Bifidobacteriales>Bifidobacteriaceae"
"Actinomyces"	"G"	1654	4	4	1	2	0.000784	0.0006636	0.0001784	0.000784	119	119	263.5	259	1.349	1.349	-0.6745	NA	0.1204	NA	-0.4852	0.1204	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae"
"Schaalia"	"G"	2529408	3	3	1	1	0.0004977	0.0004977	0.0001784	0.000392	138	138	263.5	428.5	2	2	NA	NA	0.1057	0.1057	-0.2136	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae"
"Trueperella"	"G"	1069494	2	2	NA	1	0.000392	0.0003318	NA	0.000392	172	172	NA	428.5	0.6745	0.6745	NA	NA	0.0602	NA	NA	0.0602	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae"
"Rothia"	"G"	32207	3	3	NA	NA	0.0004977	0.0004977	NA	NA	138	138	NA	NA	3	3	NA	NA	0.4977	0.4977	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae"
"Plantibacter"	"G"	190323	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Ornithinimicrobium"	"G"	125287	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae"
"Corynebacterium"	"G"	1716	4	2	1	4	0.001568	0.0003318	0.0001784	0.001568	167.5	172	263.5	167.5	1.349	NA	-0.6745	1.349	1.236	NA	-0.1534	1.236	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae"
"Nocardia"	"G"	1817	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae"
"Rhodococcus"	"G"	1827	4	1	1	4	0.001568	0.0001659	0.0001784	0.001568	167.5	279	263.5	167.5	3	NA	NA	3	1.39	-0.0125	NA	1.39	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae"
"Mycobacterium"	"G"	1763	3	1	NA	3	0.001176	0.0001659	NA	0.001176	203.5	279	NA	203.5	1.349	NA	NA	1.349	1.01	NA	NA	1.01	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae"
"Gordonia"	"G"	2053	1	1	1	1	0.000392	0.0001659	0.0001784	0.000392	263.5	279	263.5	428.5	NA	NA	NA	NA	0.2136	-0.0125	NA	0.2136	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Gordoniaceae"
"Streptomyces"	"G"	1883	16	4	5	16	0.006272	0.0006636	0.0008922	0.006272	79	119	105	79	7.419	-0.6745	NA	7.419	5.38	-0.2286	NA	5.38	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae"
"Plantactinospora"	"G"	673534	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae"
"Vaginimicrobium"	"G"	2919589	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae"
"Kibdelosporangium"	"G"	2029	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae"
"Frankia"	"G"	1854	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Frankiales>Frankiaceae"
"Candidatus Planktophila"	"G"	622681	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae"
"Collinsella"	"G"	102106	183	183	12	7	0.03036	0.03036	0.002141	0.002744	36	36	80	114.5	23.07	23.07	NA	-0.6745	27.62	27.62	-0.603	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Fannyhessea"	"G"	2767327	1	1	1	NA	0.0001784	0.0001659	0.0001784	NA	263.5	279	263.5	NA	NA	NA	NA	NA	0.0125	NA	0.0125	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Thermophilibacter"	"G"	2847307	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Leptogranulimonas"	"G"	2995122	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Coriobacteriales>Kribbibacteriaceae"
"Adlercreutzia"	"G"	447020	31	31	NA	18	0.007056	0.005143	NA	0.007056	61.5	61.5	NA	76	0.6745	0.6745	NA	NA	0.6745	NA	NA	0.6745	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Denitrobacterium"	"G"	79603	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Slackia"	"G"	84108	3	1	NA	3	0.001176	0.0001659	NA	0.001176	203.5	279	NA	203.5	1.349	NA	NA	1.349	1.01	NA	NA	1.01	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Gordonibacter"	"G"	644652	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Aquihabitans"	"G"	1648491	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Acidimicrobiia>Acidimicrobiales>Iamiaceae"
"Spiroplasma"	"G"	2132	4	1	NA	4	0.001568	0.0001659	NA	0.001568	167.5	279	NA	167.5	2.023	NA	NA	2.023	1.402	NA	NA	1.402	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae"
"Mesomycoplasma"	"G"	2923352	4	1	4	NA	0.0007137	0.0001659	0.0007137	NA	120	279	120	NA	2.023	NA	2.023	NA	0.5478	NA	0.5478	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae"
"Rippkaea"	"G"	2546365	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Gloeocapsopsis"	"G"	693222	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Capsulimonas"	"G"	2494209	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Armatimonadota>Armatimonadia>Capsulimonadales>Capsulimonadaceae"
"Candidatus Chlorohelix"	"G"	3139173	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Chloroflexota>Chloroflexia>Candidatus&nbsp;Chloroheliales>Candidatus&nbsp;Chloroheliaceae"
"Candidatus Nanosynbacter"	"G"	2093823	8	8	NA	NA	0.001327	0.001327	NA	NA	87.5	87.5	NA	NA	8	8	NA	NA	1.327	1.327	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacteria&nbsp;incertae&nbsp;sedis>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharimonadota>Candidatus&nbsp;Saccharimonadia>Candidatus&nbsp;Nanosynbacterales>Candidatus&nbsp;Nanosynbacteraceae"
"Candidatus Minimicrobia"	"G"	2905967	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Bacteria&nbsp;incertae&nbsp;sedis>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharimonadota>Candidatus&nbsp;Saccharimonadota&nbsp;incertae&nbsp;sedis"
"Fusobacterium"	"G"	848	5	4	5	5	0.00196	0.0006636	0.0008922	0.00196	105	119	105	139.5	-1	-1	NA	NA	1.068	-0.2286	NA	1.068	"cellular&nbsp;organisms>Bacteria>Fusobacteriati>Fusobacteriota>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Cetobacterium"	"G"	180162	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriati>Fusobacteriota>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Leptotrichia"	"G"	32067	2	1	2	1	0.000392	0.0001659	0.0003569	0.000392	166	279	166	428.5	1	NA	1	NA	0.0351	-0.191	NA	0.0351	"cellular&nbsp;organisms>Bacteria>Fusobacteriati>Fusobacteriota>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Streptobacillus"	"G"	34104	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriati>Fusobacteriota>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Sneathia"	"G"	168808	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriati>Fusobacteriota>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Meiothermus"	"G"	65551	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Deinococcota>Deinococci>Thermales>Thermaceae"
"Deinococcus"	"G"	1298	4	1	1	4	0.001568	0.0001659	0.0001784	0.001568	167.5	279	263.5	167.5	3	NA	NA	3	1.39	-0.0125	NA	1.39	"cellular&nbsp;organisms>Bacteria>Thermotogati>Deinococcota>Deinococci>Deinococcales>Deinococcaceae"
"Fervidobacterium"	"G"	2422	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Thermotogota>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Mesotoga"	"G"	1184396	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Thermotogota>Thermotogae>Kosmotogales>Kosmotogaceae"
"Pyramidobacter"	"G"	638847	3	1	NA	3	0.001176	0.0001659	NA	0.001176	203.5	279	NA	203.5	1.349	NA	NA	1.349	1.01	NA	NA	1.01	"cellular&nbsp;organisms>Bacteria>Thermotogati>Synergistota>Synergistia>Synergistales>Dethiosulfovibrionaceae"
"Homo"	"G"	9605	123520	123520	1037	1222	20.49	20.49	0.185	0.4791	3	3	18	19	445.9	445.9	-0.6745	NA	45.89	45.89	-0.6745	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Simiiformes>Catarrhini>Hominoidea>Hominidae>Homininae"
"Methanobrevibacter"	"G"	2172	6123	2	NA	6123	2.4	0.0003318	NA	2.4	9	172	NA	9	2064	NA	NA	2064	2400	NA	NA	2400	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae"
"Haladaptatus"	"G"	367188	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haladaptataceae"
"Kingevirus"	"G"	2948785	1912	1912	NA	15	0.3172	0.3172	NA	0.00588	17	17	NA	82	85.3	85.3	NA	NA	35.71	35.71	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Crevaviridae>Doltivirinae"
"Diorhovirus"	"G"	2948680	1415	1415	NA	NA	0.2347	0.2347	NA	NA	19	19	NA	NA	1415	1415	NA	NA	234.7	234.7	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Intestiviridae>Crudevirinae"
"Eponavirus"	"G"	2733103	5	5	NA	NA	0.0008294	0.0008294	NA	NA	105.5	105.5	NA	NA	5	5	NA	NA	0.8294	0.8294	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Skunavirus"	"G"	1623305	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Proteiniphilum"	"G"	294702	9	NA	1	9	0.003528	NA	0.0001784	0.003528	98	NA	263.5	98	5.396	NA	NA	5.396	3.35	NA	NA	3.35	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Alkalitalea"	"G"	1193324	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinilabiliaceae"
"Christiangramia"	"G"	292691	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum"	"G"	104267	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
